Dysfunction	Exclusion
AEBP1	0.286997495824	3.89325445501
MAPK13	1.24778945892	-1.54712199208
SFRP2	0.138771150492	3.5785407637
ALDH1A3	0.807873884648	4.05192976341
CMTM8	0.281937718407	2.12008277243
CTSW	1.50510420726	0.212827038762
CHN1	0.429928468113	1.58644635913
POU2AF1	1.57455393211	-0.286051670124
LAIR1	1.10303583826	-1.54605882841
LAMA2	1.14461035121	1.96293873398
PAM	-0.187541431332	2.00529234318
EFEMP2	0.406683153802	3.07870063614
ZCCHC24	0.236885149949	1.78712782752
QPRT	-1.72147574945	1.89806465214
VOPP1	2.48550451698	-1.05129568543
FILIP1L	0.820523097074	1.669864242
FERMT2	-0.998016371147	2.42418313928
ARHGAP25	1.77795443831	-0.945383903638
ITGA1	0.78885150426	2.3005610809
ITGA2	0.822976660172	2.03684827409
ISLR	0.787584523423	3.45876428842
ITGA3	1.8508572584	0.179949613501
IL10RA	1.74941675889	-1.18063338242
S100A13	-0.434847188037	1.82888615421
S100A9	-0.292806007696	-1.71827983389
RUNX3	1.62166919444	-0.402591106518
PFN2	-0.578231980887	1.93007697675
PFKM	-0.129803496848	2.24448603098
FRMD6	-0.239356204344	2.09511179374
KRCC1	-1.74981984587	-0.491036531912
CD59	-0.87251310453	1.94712525273
CD48	1.43643792144	-2.38128071925
CD53	1.25553070941	-1.62955971461
CD69	1.24366944605	-1.99816083945
SGCE	0.399246450383	2.27941389406
GBP5	1.41930673908	-2.18313877274
GBP4	1.72491643025	-2.80251584875
SIT1	1.95495378999	-0.415182397795
ELN	1.56269361469	1.94100810811
KIF20A	-0.847190094591	1.69115352709
PGM1	-0.705726394401	2.24640419385
MOCOS	0.30147051175	3.87126689066
LIMK1	1.76349767127	0.587718475739
SULF1	0.27586103032	3.15634890784
POSTN	-0.42705532297	1.80256980006
UST	0.111690900086	1.94530808065
TSPAN5	1.76098858205	0.949378586527
SEPT11	-0.716194716955	2.42992394147
PIM1	0.641043079989	-2.08697563548
PIK3CD	1.80139854869	-0.283937874503
EBPL	-0.81147117814	2.52227487366
THBS2	0.148664685338	4.12849392836
TMEM2	0.881575514204	1.54721771386
PXDN	0.230023846714	2.24579085036
SLIT2	0.853713383371	2.33203523473
CTGF	0.107495918357	3.77155449444
TPST1	-0.0385939554478	1.78954302208
PALLD	-0.22690346271	4.56362307506
PPIC	-0.885407946521	3.69525793983
ASPN	0.238363982238	1.92295474821
DENND1C	1.80682600432	-0.279800869163
ODC1	1.64077645925	-1.08249306188
F13A1	0.421825149693	3.92057218082
HSD11B1	0.558340926634	-1.90573044153
TAPBP	1.58474230103	-0.572915569891
MAP1A	2.08447492202	1.94629439311
MAP1B	0.857220911069	1.94719157571
LAPTM4B	-1.80965357358	2.7999623636
AGT	0.0812314447038	1.82768864789
UGDH	-2.01282107974	1.11307216301
CD52	1.3226554882	-2.07097685706
PLTP	0.504347997497	2.4697299394
VLDLR	-1.600821893	1.26016194627
HCP5	1.93764920801	-1.10714094163
PLEKHO2	1.52006173125	-0.401857190597
SLAMF7	1.39906630611	-3.05184785634
HAPLN3	-0.0626364713728	-1.54717572079
NLRC5	2.26281755454	-1.69095802343
IL1RN	0.294429666331	-2.24754784475
IL1R1	-0.348884383414	3.1450647973
IL1B	0.143060169354	-2.0754066525
C3	0.781147840043	3.91870731046
C2	1.64933619804	-0.265517498673
C1S	-0.0349593975446	3.82053445722
C1R	0.421681893735	4.92119029037
C1QC	1.56561470618	-0.219683744763
C1QA	1.58752558795	-0.442445517906
PPM1M	1.61569589584	-0.203381629323
CORO1A	1.61582278678	-1.43090658514
PDE7A	-0.69749727623	-1.584131689
NKD2	1.59063778635	0.541677082697
